60|450|Nyborg|0,81,0|-2,90,60|2,96,0|2,96,0
61|370|Næstved|-45,93,0|-48,102,60|-42,102,20|-42,102,20
62|727|Odder|5,20,0|13,23,60|-2,44,0|-2,44,0
63|461|Odense|13,83,0|13,83,60|13,96,0|13,96,0
64|306|Odsherred|-45,41,0|-57,41,60|-31,55,0|-31,55,0
65|730|Randers|51,-36,0|42,-36,60|56,-19,0|56,-19,0
66|840|Rebild|52,-66,0|43,-64,60|59,-35,0|59,-35,0
67|760|Ringkøbing-Skjern|67,12,0|97,16,60|60,31,0|60,31,0
68|329|Ringsted|-49,70,10|-58,72,70|-43,80,20|-43,80,20
69|265|Roskilde|-58,48,50|-66,51,100|-51,60,50|-51,60,50
70|230|Rudersdal|-69,34,100|-74,36,150|-74,47,100|-74,47,100
71|175|Rødovre|-73,45,140|-82,48,190|-86,56,140|-86,56,140
72|741|Samsø|-2,27,60|-2,29,110|-3,43,50|-3,43,50
73|740|Silkeborg|67,-7,0|62,-7,60|60,6,0|60,6,0
74|746|Skanderborg|37,6,0|39,8,60|60,6,0|60,6,0
75|779|Skive|66,-60,0|71,-55,60|61,-29,0|61,-29,0
76|330|Slagelse|-46,80,0|-46,84,60|-27,93,0|-27,93,0
77|269|Solrød|-70,64,100|-75,65,150|-73,65,90|-73,65,90
78|340|Sorø|-57,66,40|-63,69,90|-50,82,50|-50,82,50
79|336|Stevns|-58,74,50|-67,80,100|-63,96,60|-63,96,60
80|671|Struer|67,-37,0|96,-37,60|61,-27,0|61,-27,0
81|479|Svendborg|2,99,0|0,106,60|9,119,0|9,119,0
82|706|Syddjurs|41,-22,0|40,-20,60|-4,11,0|-4,11,0
83|540|Sønderborg|43,105,0|43,111,60|34,125,0|34,125,0
84|787|Thisted|64,-75,0|94,-75,60|61,-52,0|61,-52,0
85|550|Tønder|66,100,0|68,106,60|57,111,0|57,111,0
86|185|Tårnby|-73,47,130|-88,49,180|-86,60,130|-86,60,130
87|187|Vallensbæk|-74,46,140|-83,48,190|-88,60,140|-88,60,140
88|573|Varde|68,38,0|99,50,60|61,79,0|61,79,0
89|575|Vejen|66,65,0|76,69,60|58,87,0|58,87,0
90|630|Vejle|65,45,0|65,47,60|58,54,0|58,54,0
91|820|Vesthimmerland|62,-75,0|65,-72,60|59,-55,0|59,-55,0
92|791|Viborg|66,-36,0|66,-31,60|60,-22,0|60,-22,0
93|390|Vordingborg|-42,122,0|-54,127,60|-42,126,0|-42,126,0
94|492|Ærø|11,111,0|11,117,60|11,124,0|11,124,0
95|580|Aabenraa|45,105,0|62,111,60|55,121,0|55,121,0
96|851|Aalborg|59,-95,0|59,-92,60|50,-86,0|50,-86,0
97|751|Århus|48,-8,0|41,-3,60|59,12,0|59,12,0
